	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_ETL1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta
OTU218	1	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	4	0	0	0
OTU219	2	0	1	0	0	0	1	0	0	0	1	0	0	0	5	2	3	0	4	3	2	2	5	2	2
OTU220	0	0	0	0	0	0	0	15	7	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	9
OTU222	0	0	0	0	0	0	0	12	13	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU223	0	0	0	0	1	1	7	0	0	0	0	0	0	2	0	3	1	2	3	4	4	5	0	0	0
OTU224	3	0	2	0	0	0	2	6	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU225	0	0	0	0	0	0	0	11	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU226	0	0	0	19	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU227	0	0	0	0	0	0	1	0	0	0	0	0	0	2	12	1	1	2	3	4	4	2	0	0	0
OTU228	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU229	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	5	8	6	4	0	0	0	0	0	0
OTU230	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	15	0	3	0	0	0	3	1	4
OTU231	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	1	2	2	10	1	0	0	0	0	0
OTU232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	10	0	0	0	2	2	0
OTU233	0	1	1	1	1	0	5	0	3	0	0	0	0	1	4	1	6	0	6	0	0	0	0	0	0
OTU234	5	3	9	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU235	16	5	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
OTU236	2	10	13	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU237	3	4	3	0	0	0	1	0	0	0	0	0	0	2	4	1	6	0	4	0	1	0	0	0	0
OTU238	0	0	0	0	0	0	0	9	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU239	1	0	0	0	0	0	2	0	0	0	0	0	0	9	3	1	0	5	2	3	0	2	0	0	0
OTU240	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	4	3	10	0	0	0	0	0	0
OTU241	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	6	0	14	0	0	0	1	1	1
OTU242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	12
OTU243	0	0	0	0	0	0	0	13	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	8
OTU245	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	2	11	3	0	0	0	0	0
OTU246	0	0	0	6	4	5	0	0	0	0	0	0	0	0	1	0	8	0	2	0	1	0	0	0	0
OTU247	0	2	0	7	7	4	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0
OTU248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	7
OTU249	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	12	0	1	0	1	0	4	3	3
OTU250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	7	0	0	0
OTU251	0	0	1	0	0	0	2	0	0	0	0	0	0	2	2	2	13	0	3	0	0	0	1	0	0
OTU252	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU253	0	0	1	13	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU254	3	1	2	0	0	0	6	0	0	0	0	0	0	2	1	0	0	5	1	1	2	1	0	0	0
OTU255	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	2	2	7	0	0	0	1	4	4
OTU256	1	4	3	0	1	0	1	0	0	0	0	0	0	3	2	4	2	2	2	0	0	0	0	0	0
OTU257	0	0	0	10	4	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU258	0	1	1	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	7	0	0	0	0	0	0
OTU259	0	0	0	2	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU260	0	0	0	0	2	0	2	1	0	0	0	0	0	5	0	7	0	0	0	0	2	4	0	1	0
OTU261	0	0	0	0	0	0	2	0	0	0	0	0	0	1	6	1	3	0	10	0	0	0	0	1	0
OTU262	0	7	2	4	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU263	4	4	3	1	0	0	0	0	0	0	0	0	1	6	0	1	1	2	1	0	0	0	0	0	0
OTU264	6	2	1	0	0	0	0	0	0	0	0	0	0	2	1	5	1	6	0	0	0	0	0	0	0
OTU265	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	5	0	0	0
OTU267	7	7	6	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
OTU268	1	1	2	0	0	1	5	0	0	0	0	0	0	1	0	1	1	2	0	3	4	1	0	0	0
OTU269	4	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU270	7	4	9	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU271	10	3	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0
OTU272	1	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU273	0	0	0	0	0	0	0	7	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	7	0	0	0	0	2	0
OTU275	0	0	0	3	11	2	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0
OTU276	0	0	0	0	0	0	0	13	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU277	0	0	1	2	3	0	3	0	0	0	0	0	0	1	1	0	3	0	8	0	0	0	0	0	0
OTU278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8
OTU279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	2	1	5	0	0	0	0	0	0
OTU280	0	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	8	0	0	0	0	0	0
OTU282	0	0	0	0	0	0	0	6	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	5	0	0	0	0	0	0
OTU284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	4	6	3
OTU285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	6
OTU286	1	0	0	0	0	0	1	0	0	0	0	0	0	2	7	0	4	0	4	0	1	0	0	0	0
OTU287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	3	8
OTU288	4	4	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU289	1	0	2	7	3	1	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0
OTU290	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	7	0	0
OTU291	0	0	1	2	3	4	0	0	0	0	0	0	0	1	2	2	1	0	0	1	0	0	1	1	0
OTU292	0	0	0	0	0	0	0	1	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU293	1	0	1	4	5	4	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0
OTU294	1	2	5	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	2
OTU295	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0	10	2	0	0	0	0	1
OTU296	1	0	3	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	4	4	0	0	0
OTU298	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	5	4	0	2	1
OTU299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	5	0	6	1	0	0	0	0	0
OTU300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	5	2	6	0	0	0	0	0	0
OTU301	0	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU302	0	0	0	0	0	0	0	6	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU303	0	0	3	0	0	0	3	0	0	0	0	0	0	1	4	3	0	0	3	0	0	0	0	0	0
OTU304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	4	1	5
OTU305	0	10	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU306	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	2	0	0	0	0	0	0
OTU307	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	3	1	3	0	0	1	1
OTU308	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	3	1	1	0	1	1	4
OTU309	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	3	0	4	0	0	0	0	0	1
OTU310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	3	0	1	0	0	0	0	0	0
OTU311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	9
OTU312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
OTU313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	7
OTU314	0	0	0	0	4	6	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0
OTU315	0	0	0	3	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU316	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	3	3	0	0	0	0	0	0
OTU317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	3	5
OTU318	0	0	0	0	0	0	0	13	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU319	0	2	0	0	0	0	1	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU320	0	0	0	0	0	0	0	0	0	4	3	2	5	0	0	0	0	0	0	0	1	0	0	0	0
OTU321	0	0	0	0	5	3	0	0	0	0	0	0	0	0	1	2	2	0	2	0	0	0	0	0	0
OTU322	0	0	0	0	2	1	0	0	0	0	0	0	0	2	3	0	6	0	1	0	0	0	0	0	0
OTU323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	1	7	0	0	0	0	0
OTU324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	6
OTU325	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU326	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	8	1	0	0	0	0	0	0
OTU327	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	1	0	8	0	0	0	0	0	0
OTU328	0	0	0	0	0	0	4	0	0	2	2	1	2	0	0	0	1	3	0	0	0	0	0	0	0
OTU329	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	2	1	3	2	0	0	0
OTU330	4	4	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0
OTU331	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	2	2	1	2	1	1
OTU332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	4	0	2
OTU333	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	8	0	0	0
OTU334	1	3	2	0	0	0	0	0	0	0	1	0	3	0	1	1	0	1	0	1	0	1	0	0	0
OTU335	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU336	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU337	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU338	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	2	2
OTU339	0	0	0	4	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0
OTU341	0	0	0	0	0	0	0	8	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	6	2
OTU343	0	0	0	0	0	0	0	7	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	3	1	0	0	0
OTU345	1	0	3	0	0	0	2	0	0	0	0	0	0	2	0	2	0	4	0	0	0	0	0	0	0
OTU346	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	4	1	2	0	0	0
OTU347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	7
OTU348	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	3	2	0	2
OTU349	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	6	0	2	1	0	1	0	0	0	0
OTU350	3	1	6	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU351	0	0	2	0	0	0	3	0	0	0	0	0	0	2	3	0	0	1	3	0	0	0	0	0	0
OTU352	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	1	1	2	1	2
OTU353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	2	0	0	0	0	0	0
OTU354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	6	0	0	0	0	0	0
OTU355	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	5	1	2	0	0	0	0	0	0
OTU356	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	3	0	0	0	1	1	1
OTU358	3	3	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	1	1	0	0	0	0
OTU359	0	1	2	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
OTU360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5
OTU361	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	6	0	0	0	2	0	1	0	2
OTU362	2	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU363	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	5	0	2	0	0	0	0	0	0
OTU364	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3
OTU365	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU366	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	7	0	0	0
OTU367	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	1	0	0
OTU368	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	0	0	0
OTU369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	5	4	0
OTU370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
OTU371	0	0	0	0	0	0	0	3	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU372	0	0	1	3	3	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU373	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	2	1	0	1	0	0	0	0	0	0
OTU374	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU375	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	1	1	3	0	0	0	0	0	1
OTU376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	3	2	2
OTU377	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	2	4	0	1	0	0	0	0
OTU378	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	5	1	1	0	0	0	0	0	0	0
OTU379	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0
OTU380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	5	4
OTU381	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	1	0	4	0	1	0	0	0	0
OTU382	1	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	2	1	1	0	1	0	0	0
OTU383	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU384	4	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU385	0	0	0	0	0	0	1	0	0	0	0	0	0	2	4	1	0	0	0	1	2	0	0	0	0
OTU386	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	2	0	1	0	0	0	0
OTU387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	3	3	0	0	0
OTU388	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0
OTU389	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU390	3	2	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU391	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU392	1	4	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU393	2	1	2	0	0	0	1	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0
OTU394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	7	0	0	0	0	0	0
OTU395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
OTU396	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	0	2	0	1	0	0	0
OTU397	0	0	0	0	1	2	0	0	0	0	0	0	0	2	2	0	0	0	3	0	0	1	0	0	0
OTU398	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU399	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	3	1	0	0	0	0	0	0
OTU400	0	1	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU401	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU402	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3	0	0	0
OTU404	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	2	0	1	0
OTU405	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
OTU406	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	2	4	0	0	0	0	0	0
OTU407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	1	0	0	0	1
OTU408	0	0	0	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU409	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU410	0	2	4	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
OTU411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	3	0	3
OTU412	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	1	2
OTU413	1	0	1	0	0	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	2	0	0	0	0
OTU414	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	2	0	1	0	0	0	1	0	0
OTU415	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	2	1	0	0	0	0
OTU416	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	4	0	1	0	0	0	0	0	0
OTU417	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	3	0	1	0	0	0	0	0	0
OTU418	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0
OTU419	0	1	0	0	1	0	0	0	0	0	0	0	0	1	4	0	1	0	2	0	0	0	0	0	0
OTU420	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	1	1	0	1	1	0	0	0
OTU421	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3	2
OTU422	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	3	0	0	0	2	0	0
OTU423	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	1	1	0	0	0	0
OTU424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	6	0	0	0	0	0	0
OTU425	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2
OTU426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
OTU427	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0
OTU428	0	0	0	1	2	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU429	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0
OTU430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	5
OTU431	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU432	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	3
OTU434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	5	0	0	0
OTU435	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	1	0
